"Title","Year","DOI","score","title_dist","new_title","Project","Relation"
"Home-range size and fidelity of two sympatric Martes species",2018,"10.1139/cjz-2017-0290","56.4061",4,"Home-range size and fidelity of two sympatric <i>Martes</i> species","Discar","Top5"
"Habitat fragmentation and anthropogenic factors affect wildcat (Felis silvestris silvestris) occupancy and detectability on Mt. Etna",2019,"10.2981/wlb.00561","124.173386",0,"Habitat fragmentation and anthropogenic factors affect wildcat Felis silvestris silvestris occupancy and detectability on Mt Etna","Discar","Top5"
"From theory to practice in pattern‐oriented modelling: identifying and using empirical patterns in predictive models",2021,"10.1111/brv.12729","55.165916",0,"From theory to practice in pattern‐oriented modelling: identifying and using empirical patterns in predictive models","Discar","Top5"
"Evaluating metabarcoding to analyse diet composition of species foraging in anthropogenic landscapes using Ion Torrent and Illumina sequencing",2018,"10.1038/s41598-018-34430-7",NA,NA,NA,"Discar","Top5"
"Estimation of bait uptake by badgers, using non-invasive methods, in the perspective of oral vaccination against bovine tuberculosis in a French infected area",2022,"10.3389/fvets.2022.787932","75.394356",0,"Estimation of Bait Uptake by Badgers, Using Non-invasive Methods, in the Perspective of Oral Vaccination Against Bovine Tuberculosis in a French Infected Area","Discar","Top5"
"Energy‐mediated responses to changing prey size and distribution in marine top predator movements and population dynamics",2022,"10.1111/1365-2656.13627","71.58039",0,"Energy‐mediated responses to changing prey size and distribution in marine top predator movements and population dynamics","Discar","Top5"
"Efficient use of harvest data: An integrated population model for exploited animal populations",2021,NA,NA,NA,NA,"Discar","Top5"
"Ecological correlates of large carnivore depredation on sheep in Europe",2021,"10.1016/j.gecco.2021.e01798","35.459694",0,"Ecological correlates of large carnivore depredation on sheep in Europe","Discar","Top5"
"Delivering the promises of trait-based approaches to the needs of demographic approaches, and vice versa",2018,"10.1111/1365-2435.13148","53.00547",4,"Delivering the promises of trait‐based approaches to the needs of demographic approaches, and <i>vice versa</i>","Discar","Top5"
"Climate change does not decouple interactions between a central‐place‐foraging predator and its migratory prey",2022,"10.1002/ecs2.4012","66.87595",0,"Climate change does not decouple interactions between a central‐place‐foraging predator and its migratory prey","Discar","Top5"
"Breaking down population density into different components to better understand its spatial variation: the relative role of sett density and group size in European badgers",2021,"10.1186/s12862-021-01809-6","70.38633",69,"Breaking down population density into different components to better understand its spatial variation","Discar","Top5"
"Breaking down population density into different components to better understand its spatial variation",2021,"10.1186/s12862-021-01809-6","64.85011",0,"Breaking down population density into different components to better understand its spatial variation","Discar","Top5"
"Assessing the dynamics of hybridization through a matrix modelling approach",2020,"10.1016/j.ecolmodel.2020.109120","40.588665",0,"Assessing the dynamics of hybridization through a matrix modelling approach","Discar","Top5"
"Anthropogenic threats drive spatio-temporal responses of wildcat on Mt. Etna",2021,"10.1007/s10344-021-01499-x","72.86197",0,"Anthropogenic threats drive spatio-temporal responses of wildcat on Mt. Etna","Discar","Top5"
"Anthropogenic disturbance in a changing environment: modelling lifetime reproductive success to predict the consequences of multiple stressors on a migratory population",2019,"10.1111/oik.06146","74.66386",0,"Anthropogenic disturbance in a changing environment: modelling lifetime reproductive success to predict the consequences of multiple stressors on a migratory population","Discar","Top5"
"Anthropogenic disturbance and population viability of woodland caribou in Ontario",2020,"10.1002/jwmg.21829",NA,NA,NA,"Discar","Top5"
"Animal life history is shaped by the pace of life and the distribution of age-specific mortality and reproduction",2019,"10.1038/s41559-019-0938-7","60.708504",0,"Animal life history is shaped by the pace of life and the distribution of age-specific mortality and reproduction","Discar","Top5"
"Altitude shapes the environmental drivers of large‐scale variation in abundance of a widespread mammal species",2020,"10.1002/ece3.5851","69.841705",0,"Altitude shapes the environmental drivers of large‐scale variation in abundance of a widespread mammal species","Discar","Top5"
"Altitude shapes the environmental drivers of large-scale variation in abundance of a widespread mammal species",2019,"10.1002/ece3.5851","69.841705",0,"Altitude shapes the environmental drivers of large‐scale variation in abundance of a widespread mammal species","Discar","Top5"
"A state-dependent model for assessing the population consequences of disturbance on income-breeding mammals",2018,"10.1016/j.ecolmodel.2018.07.016","51.568947",0,"A state-dependent model for assessing the population consequences of disturbance on income-breeding mammals","Discar","Top5"
"A multi-event capture–recapture analysis of Toxoplasma gondii seroconversion dynamics in farm cats",2018,"10.1186/s13071-018-2834-4","71.06589",0,"A multi-event capture-recapture analysis of Toxoplasma gondii seroconversion dynamics in farm cats","Discar","Top5"
"A functional trait approach to identifying life history patterns in stochastic environments",2019,"10.1002/ece3.5485","49.8102",0,"A functional trait approach to identifying life history patterns in stochastic environments","Discar","Top5"
"Using short-term measures of behaviour to estimate long-term fitness of southern elephant seals",2014,"10.3354/meps10547","62.811928",0,"Using short-term measures of behaviour to estimate long-term fitness of southern elephant seals","Discar","Proposal"
"Understanding the population consequences of disturbance",2018,"10.1002/ece3.4458",NA,0,"Understanding the population consequences of disturbance.","Discar","Proposal"
"Understanding the combined effects of multiple stressors: A new perspective on a longstanding challenge",2022,"10.1016/j.scitotenv.2022.153322","38.653076",0,"Understanding the combined effects of multiple stressors: A new perspective on a longstanding challenge","Discar","Proposal"
"Two case studies detailing Bayesian parameter inference for dynamic energy budget models",2019,"10.1016/j.seares.2018.07.014","63.6384",0,"Two case studies detailing Bayesian parameter inference for dynamic energy budget models","Discar","Proposal"
"Small carnivores: evolution, ecology, behaviour, and conservation",2022,NA,NA,NA,NA,"Discar","Proposal"
"Overcoming the Data Crisis in Biodiversity Conservation",2018,"10.1016/j.tree.2018.06.004","23.215984",0,"Overcoming the Data Crisis in Biodiversity Conservation","Discar","Proposal"
"Integrating dynamic energy budgets into matrix population models",2006,"10.1016/j.ecolmodel.2006.02.023","44.40751",0,"Integrating dynamic energy budgets into matrix population models","Discar","Proposal"
"Impacts of Biodiversity Loss on Ocean Ecosystem Services",2006,"10.1126/science.1132294","30.068192",0,"Impacts of Biodiversity Loss on Ocean Ecosystem Services","Discar","Proposal"
"Emerging themes in Population Consequences of Disturbance models",2021,"10.1098/rspb.2021.0325","25.7759",0,"Emerging themes in Population Consequences of Disturbance models","Discar","Proposal"
"Ecological impacts of human‐induced animal behaviour change",2020,"10.1111/ele.13571","32.25947",0,"Ecological impacts of human‐induced animal behaviour change","Discar","Proposal"
"Dynamic Energy Budget theory meets individual-based modelling: a generic and accessible implementation: DEB theory in an IBM context.",2012,NA,NA,NA,NA,"Discar","Proposal"
"COMADRE: a global data base of animal demography",2016,"10.1111/1365-2656.12482",NA,0,"COMADRE: a global data base of animal demography.","Discar","Proposal"
"Assessing nature’s contributions to people",2018,"10.1126/science.aap8826",NA,0,"Assessing nature's contributions to people.","Discar","Proposal"
"An interim framework for assessing the population consequences of disturbance",2015,"10.1111/2041-210x.12411","25.650848",0,"An interim framework for assessing the population consequences of disturbance","Discar","Proposal"
"Accelerated modern human–induced species losses: Entering the sixth mass extinction",2015,"10.1126/sciadv.1400253","62.809742",0,"Accelerated modern human–induced species losses: Entering the sixth mass extinction","Discar","Proposal"
"A safe operating space for humanity",2009,"10.1038/461472a","17.63901",0,"A safe operating space for humanity","Discar","Proposal"
"A global review of the conservation threats and status of mustelids",2022,"10.1111/mam.12288","42.223145",0,"A global review of the conservation threats and status of mustelids","Discar","Proposal"
"What is the evidence for the impacts of airborne anthropogenic noise on wildlife? A systematic map update",2025,"10.1186/s13750-025-00368-3",NA,NA,NA,"Desybel","Output"
"Impacts of airborne anthropogenic noise on species diversity: a systematic review and meta-analysis",2026,NA,NA,NA,NA,"Desybel","Output"
"What evidence exists on the impacts of chemicals arising from human activity on tropical reef-building corals? A systematic map protocol.",2020,"10.1186/s13750-020-00203-x",NA,NA,NA,"Desybel","Top5"
"Outcomes of wildlife translocations in protected areas: what is the type and extent of existing evidence? A systematic map protocol",2020,"10.1186/s13750-020-00199-4",NA,NA,NA,"Desybel","Top5"
"Les protocoles expérimentaux en écologie. Principaux points clefs",2019,NA,NA,NA,NA,"Desybel","Top5"
"Existing evidence on the outcomes of wildlife translocations in protected areas: a systematic map",2021,"10.1186/s13750-021-00236-w",NA,NA,NA,"Desybel","Top5"
"Evidence on the impacts of chemicals arising from human activity on tropical reef-building corals; a systematic map",2021,"10.1186/s13750-021-00237-9",NA,NA,NA,"Desybel","Top5"
"Evidence of the impact of noise pollution on biodiversity: a systematic map",2020,"10.1186/s13750-020-00202-y",NA,NA,NA,"Desybel","Top5"
"Evidence of the environmental impact of noise pollution on biodiversity: a systematic map protocol.",2019,"10.1186/s13750-019-0146-6",NA,NA,NA,"Desybel","Top5"
"Estimating ecotoxicological effects of chemicals on tropical reef-building corals; a systematic review protocol",2021,"10.1186/s13750-021-00250-y",NA,NA,NA,"Desybel","Top5"
"Conseils méthodologiques pour la réalisation d'une revue systématique à travers l'expérience de COHNECS-IT",2017,NA,NA,NA,NA,"Desybel","Top5"
"Can linear transportation infrastructure verges constitute a habitat and/or a corridor for vertebrates in temperate ecosystems? A systematic review.",2020,"10.1186/s13750-020-00196-7",NA,NA,NA,"Desybel","Top5"
"Can linear transportation infrastructure verges constitute a habitat and/or a corridor for insects in temperate landscapes? A systematic review",2018,"10.1186/s13750-018-0117-3",NA,NA,NA,"Desybel","Top5"
"Can linear transportation infrastructure verges constitute a habitat and/or a corridor for biodiversity in temperate landscapes? A systematic review protocol",2016,"10.1186/s13750-016-0056-9",NA,NA,NA,"Desybel","Top5"
"Why conservation biology can benefit from sensory ecology.",2020,"10.1038/s41559-020-1135-4",NA,NA,NA,"Desybel","Proposal"
"The effects of mining machinery noise of different frequencies on the behaviour, faecal corticosterone and tissue morphology of wild mice (Mus musculus),",2017,"10.1016/j.applanim.2017.08.008",NA,NA,NA,"Desybel","Proposal"
"The effects of anthropogenic noise on animals: a meta-analysis",2019,"10.1098/rsbl.2019.0649",NA,NA,NA,"Desybel","Proposal"
"The comparative evidence for urban species sorting by anthropogenic noise",2018,"10.1098/rsos.172059",NA,NA,NA,"Desybel","Proposal"
"Noise pollution alters matrix permeability for dispersing anurans: Differential effects among land covers.",2018,"10.1016/j.gecco.2018.e00484",NA,NA,NA,"Desybel","Proposal"
"Male Greater Prairie-Chickens adjust their vocalizations in the presence of wind turbine noise.",2018,"10.1650/CONDOR-17-56.1",NA,NA,NA,"Desybel","Proposal"
"Influence of Anthropogenic Sounds on Insect, Anuran and Bird Acoustic Signals: A Meta-Analysis",2022,"10.3389/fevo.2022.827440",NA,NA,NA,"Desybel","Proposal"
"Great tits, Parus major, increase vigilance time and reduce feeding effort during peaks of aircraft noise.",2016,"10.1016/j.anbehav.2016.02.021",NA,NA,NA,"Desybel","Proposal"
"Effects of military noise on wildlife: a literature review",1996,NA,NA,NA,NA,"Desybel","Proposal"
"Disturbance affects biotic community composition at desert wind farms",2018,"10.1071/WR17059",NA,NA,NA,"Desybel","Proposal"
"A Systematic Review of Research Investigating the Combined Ecological Impact of Anthropogenic Noise and Artificial Light at Night",2021,"10.3389/fevo.2021.765950",NA,NA,NA,"Desybel","Proposal"
"A review of the effects of aircraft noise on wildlife and humans, current control mechanisms, and the need for further study",2003,"10.1007/s00267-003-3024-4",NA,NA,NA,"Desybel","Proposal"
"A meta-analysis of the influence of anthropogenic noise on terrestrial wildlife communication strategies.",2021,"10.1111/1365-2664.13880",NA,NA,NA,"Desybel","Proposal"
"Mapping grassland plant communities using a fuzzy approach to address floristic and spectral uncertainty",2018,"10.1111/avsc.12396","59.638523",0,"Mapping grassland plant communities using a fuzzy approach to address floristic and spectral uncertainty","Comepi","Top5"
"How hydrological and landscape features shape the distribution of adult Odonata communities in man-made aquatic ecosystems",2022,NA,NA,NA,NA,"Comepi","Top5"
"High Stocking Density Controls Phillyrea Angustifolia in Mediterranean Grasslands",2017,"10.1007/s00267-016-0808-x","64.63588",0,"High Stocking Density Controls Phillyrea Angustifolia in Mediterranean Grasslands","Comepi","Top5"
"Grazing intensity modulates carbohydrate storage pattern in five grass species from temperate grasslands",2019,"10.1016/j.actao.2018.11.005","67.4705",0,"Grazing intensity modulates carbohydrate storage pattern in five grass species from temperate grasslands","Comepi","Top5"
"Delineating the influence of water conditions and landscape on plant communities in eutrophic ditch networks",2021,"10.1007/s11273-021-09792-x","57.515606",0,"Delineating the influence of water conditions and landscape on plant communities in eutrophic ditch networks","Comepi","Top5"
"Topography as a driver of local terrestrial vascular plant diversity patterns",2013,"10.1111/j.1756-1051.2013.00082.x","46.682632",0,"Topography as a driver of local terrestrial vascular plant diversity patterns","Comepi","Proposal"
"The Podrome of French vegetation: a national synsystem for phytosociological knowledge and management issues",2013,NA,NA,NA,NA,"Comepi","Proposal"
"The ‘filtering’ metaphor revisited: competition and environment jointly structure invasibility and coexistence.",2018,"10.1098/rsbl.2018.0460","56.23111",0,"The ‘filtering’ metaphor revisited: competition and environment jointly structure invasibility and coexistence","Comepi","Proposal"
"REVIEW: Predictive ecology in a changing world.",2015,"10.1111/1365-2664.12482","20.09891",0,"REVIEW: Predictive ecology in a changing world","Comepi","Proposal"
"Rethinking Community Assembly through the Lens of Coexistence Theory",2012,"10.1146/annurev-ecolsys-110411-160411","39.852818",0,"Rethinking Community Assembly through the Lens of Coexistence Theory","Comepi","Proposal"
"Réflexion prospective interdisciplinaire Approches Prédictives pour la Biologie et l’Écologie",2019,NA,NA,NA,NA,"Comepi","Proposal"
"Plant trait-digestibility relationships across management and climate gradients in permanent grasslands",2014,"10.1111/1365-2664.12293","47.658733",0,"Plant trait–digestibility relationships across management and climate gradients in permanent grasslands","Comepi","Proposal"
"Plant functional markers capture ecosystem properties during secondary succession",2004,"10.1890/03-0799","48.417995",0,"PLANT FUNCTIONAL MARKERS CAPTURE ECOSYSTEM PROPERTIES DURING SECONDARY SUCCESSION","Comepi","Proposal"
"Plant functional classifications: from general groups to specific groups based on response to disturbance.",1997,"10.1016/s0169-5347(97)01219-6","63.23367",0,"Plant functional classifications: from general groups to specific groups based on response to disturbance","Comepi","Proposal"
"Mechanisms of maintenance of species diversity",2000,"10.1146/annurev.ecolsys.31.1.343","25.577728",0,"Mechanisms of Maintenance of Species Diversity","Comepi","Proposal"
"Leaf traits capture the effects of land use changes and climate on litter decomposability of grasslands across Europe",2009,"10.1890/08-0418.1","56.079193",0,"Leaf traits capture the effects of land use changes and climate on litter decomposability of grasslands across Europe","Comepi","Proposal"
"Functional leaf attributes predict litter decomposition rate in herbaceous plants.",1997,"10.1046/j.1469-8137.1997.00628.x","65.3657",0,"Functional leaf attributes predict litter decomposition rate in herbaceous plants","Comepi","Proposal"
"Functional diversity of grassland communities for pollinators",2021,NA,NA,NA,NA,"Comepi","Proposal"
"Functional diversity in root and above-ground traits in a fertile grassland shows a detrimental effect on productivity",2013,"10.1016/j.baae.2013.01.002","84.53434",0,"Functional diversity in root and above-ground traits in a fertile grassland shows a detrimental effect on productivity","Comepi","Proposal"
"From the neutral theory to a comprehensive and multiscale theory of ecological equivalence",2016,"10.1086/688098","50.268467",0,"From the Neutral Theory to a Comprehensive and Multiscale Theory of Ecological Equivalence","Comepi","Proposal"
"Forage nutritive value shows synergies with plant diversity in a wide range of semi-natural grassland habitats",2023,"10.1016/j.agee.2023.108369",NA,0,"Forage nutritive value shows synergies with plant diversity in a wide range of semi-natural grassland habitats","Comepi","Proposal"
"État de conservation des habitats agropastoraux d’intérêt communautaire, Méthode d’évaluation à l’échelle du site. Guide d’application",2015,NA,NA,NA,NA,"Comepi","Proposal"
"Effects of grazing exclusion on the spatial variability of subalpine plant communities: A multiscale approach",2011,"10.1016/j.baae.2011.08.006","66.3488",0,"Effects of grazing exclusion on the spatial variability of subalpine plant communities: A multiscale approach","Comepi","Proposal"
"Different sets of traits explain abundance and distribution patterns of European plants at different spatial scales.",2021,"10.1111/jvs.13016","46.302578",0,"Different sets of traits explain abundance and distribution patterns of European plants at different spatial scales","Comepi","Proposal"
"Challenges in the development and use of ecological indicators",2001,"10.1016/s1470-160x(01)00003-6","36.507465",0,"Challenges in the development and use of ecological indicators","Comepi","Proposal"
"Biodiversity increases multitrophic energy use efficiency, flow and storage in grasslands",2020,"10.1038/s41559-020-1123-8","31.46002",0,"Biodiversity increases multitrophic energy use efficiency, flow and storage in grasslands","Comepi","Proposal"
"Adaptive management plans rooted in quantitative ecological predictions of ecosystem processes: putting monitoring data to practical use",2022,"10.1017/s0376892921000357","91.58341",0,"Adaptive management plans rooted in quantitative ecological predictions of ecosystem processes: putting monitoring data to practical use","Comepi","Proposal"
"A quantitative index of land-use intensity in grasslands: Integrating mowing, grazing and fertilization",2012,"10.1016/j.baae.2012.04.001","43.584614",0,"A quantitative index of land-use intensity in grasslands: Integrating mowing, grazing and fertilization","Comepi","Proposal"
"A neutral theory with environmental stochasticity explains static and dynamic properties of ecological communities",2015,"10.1111/ele.12439","52.077915",0,"A neutral theory with environmental stochasticity explains static and dynamic properties of ecological communities","Comepi","Proposal"
"A Conceptual Framework for Selecting Environmental Indicator Sets",2008,"10.1016/j.ecolind.2006.11.012","44.823814",0,"A conceptual framework for selecting environmental indicator sets","Comepi","Proposal"
"The response of epigeal beetles (Col. : Carabidae, STaphylinidae) to varied grazing regimes on upland Nardus stricta grasslands",1997,"10.2307/2404888","115.145615",0,"The Response of Epigeal Beetles (Col.: Carabidae, Staphylinidae) to Varied Grazing Regimes on Upland Nardus stricta Grasslands","Carapat","Proposal"
"Soil-surface nutrient distributions in grazed pastures of North Carolina",2019,"10.2489/jswc.74.6.571","57.07321",0,"Soil-Surface Nutrient Distributions in Grazed Pastures of North Carolina","Carapat","Proposal"
"Responses of grassland specialist and generalist beetles to management and landscape complexity",2007,"10.1111/j.1472-4642.2006.00309.x","54.170063",0,"Responses of grassland specialist and generalist beetles to management and landscape complexity","Carapat","Proposal"
"Reconsidering the role of « semi-natural habitat » in agricultural landscape biodiversity : a case study",2015,"10.1007/s11284-014-1211-9","54.34647",0,"Reconsidering the role of ‘semi‐natural habitat’ in agricultural landscape biodiversity: a case study","Carapat","Proposal"
"Quels intérêts de la diversité floristique des prairies permanentes pour les ruminants et les produits animaux ?",2008,"10.20870/productions-animales.2008.21.2.3391","122.75834",0,"Quels intérêts de la diversité floristique des prairies permanentes pour les ruminants et les produits animaux ?","Carapat","Proposal"
"Les prairies, une richesse et un support d’innovation pour des élevages de ruminants plus durables et acceptables",2020,"10.20870/productions-animales.2020.33.3.4543","124.37764",0,"Les prairies, une richesse et un support d’innovation pour des élevages de ruminants plus durables et acceptables","Carapat","Proposal"
"Land-use history impacts functional diversity accross multiple trophic groups",2020,NA,NA,NA,NA,"Carapat","Proposal"
"La biodiversité des prairies permanentes : nouveau contexte, nouvelles approches",2011,NA,NA,NA,NA,"Carapat","Proposal"
"Impact of farming systems on agricultural landscapes and biodiversity : from plot to farm and landscape scales.",2019,"10.1016/j.eja.2017.07.014","58.092064",0,"Impact of farming systems on agricultural landscapes and biodiversity: From plot to farm and landscape scales","Carapat","Proposal"
"Ground beetles (Coleoptera : Carabidae) in grasslands : model for assessment of the species diversity and ecosystem condition in Bulgaria.",2018,NA,NA,NA,NA,"Carapat","Proposal"
"Grazing management of calcareous grasslands and its implications for the conservation of beetle communities",2005,"10.1016/j.biocon.2005.03.017","65.30371",0,"Grazing management of calcareous grasslands and its implications for the conservation of beetle communities","Carapat","Proposal"
"Grazing management impacts on vegetation, soil biota and soil chemical, physical and hydrological properties in tall grass prairie",2011,"10.1016/j.agee.2011.03.009","86.76615",0,"Grazing management impacts on vegetation, soil biota and soil chemical, physical and hydrological properties in tall grass prairie","Carapat","Proposal"
"Grazing intensity significantly affects belowground carbon and nitrogen cycling in grassland ecosystems: A meta-analysis",2017,"10.1111/gcb.13431","70.08724",0,"Grazing intensity significantly affects belowground carbon and nitrogen cycling in grassland ecosystems: a meta‐analysis","Carapat","Proposal"
"Grazing impact on ground beetles (Coleoptera : Carabidae) abundance and diversity on semi-natural grassland",2022,"10.1111/icad.12533","64.07723",2,"Grazing impacts on ground beetle (Coleoptera: Carabidae) abundance and diversity on semi‐natural grassland","Carapat","Proposal"
"Grassland management affects vegetation structure, bats and their beetle prey.",2020,"10.3390/d12100406","66.14524",0,"Grassland Management Affects Vegetation Structure, Bats and Their Beetle Prey","Carapat","Proposal"
"Factors and processes affecting plant biodiversity in permanent grasslands. A review",2012,"10.1007/s13593-011-0015-3","48.892925",0,"Factors and processes affecting plant biodiversity in permanent grasslands. A review","Carapat","Proposal"
"Evaluation des sources d’espèces et des déterminants de la diversité végétale des parcelles agricoles.",2010,NA,NA,NA,NA,"Carapat","Proposal"
"Consequences for biodiversity of reducing inputs to upland temperate pastures : effects on beetles (Coleoptera) of cessation of nitrogen fertilizer application and reductions in stocking rates of sheep",2004,"10.1111/j.1365-2494.2004.00412.x","103.26015",0,"Consequences for biodiversity of reducing inputs to upland temperate pastures: effects on beetles (Coleoptera) of cessation of nitrogen fertilizer application and reductions in stocking rates of sheep","Carapat","Proposal"
"Carabid assemblages in agricultural landscapes : impacts of habitat features, landscape context at different spatial scales and farming intensity",2005,"10.1016/j.agee.2005.02.004","93.08911",0,"Carabid assemblages in agricultural landscapes: impacts of habitat features, landscape context at different spatial scales and farming intensity","Carapat","Proposal"
"Biodiversity in intensive grasslands : effect of management, improvement and challenges",2005,NA,NA,NA,NA,"Carapat","Proposal"
"Beetle species (Coleoptera) in hayfields and pastures in northern Iceland",2005,"10.1016/j.agee.2005.03.008","65.78523",0,"Beetle species (Coleoptera) in hayfields and pastures in northern Iceland","Carapat","Proposal"
"Agroecosystem diversity : Reconciling contemporary agriculture and environmental quality",2019,NA,NA,NA,NA,"Carapat","Proposal"
"Agriculture et biodiversité : les services écosystémiques, une voie de réconciliation ?",2019,"10.15454/gldz6i",NA,0,"Agriculture et biodiversité: les services écosystémiques, une voie de réconciliation ?","Carapat","Proposal"
"Adaptive multi-paddock grazing enhances soil carbon and nitrogen stocks and stabilization through mineral association in southeastern US grazing lands",2021,"10.1016/j.jenvman.2021.112409","102.71182",1,"Adaptive multi-paddock grazing enhances soil carbon and nitrogen stocks and stabilization through mineral association in southeastern U.S. grazing lands","Carapat","Proposal"
"Widespread winners and narrow-ranged losers: Land use homogenizes biodiversity in local assemblages worldwide",2018,"10.1371/journal.pbio.2006841",NA,NA,NA,"Beyonds","Top5"
"Water stress and insect herbivory interactively reduce crop yield while the insect pollination benefit is conserved",2021,"10.1111/gcb.15386",NA,NA,NA,"Beyonds","Top5"
"Vertebrate population trends are influenced by interactions between land use, climatic position, habitat loss and climate change",2022,"10.1111/gcb.15978",NA,NA,NA,"Beyonds","Top5"
"Urbanization and agricultural intensification destabilize animal communities differently than diversity loss",2020,"10.1038/s41467-020-16240-6",NA,NA,NA,"Beyonds","Top5"
"Transforming mountains through inter-and transdisciplinary research?. A workshop to trigger networking on an urgent topic for sustainability",2022,"10.4000/rga.9920",NA,NA,NA,"Beyonds","Top5"
"The Sixth Mass Extinction: fact, fiction or speculation?",2022,"10.1111/brv.12816",NA,NA,NA,"Beyonds","Top5"
"The place of ecological knowledge in policies for ecological neutrality: No Net Loss and Biodiversity Offsetting",2022,"10.1002/9781394173679.ch8",NA,NA,NA,"Beyonds","Top5"
"Terrestrial vertebrate biodiversity loss under future global land use change scenarios",2018,"10.3390/su10082764",NA,NA,NA,"Beyonds","Top5"
"Social-Ecological Transformation to Coexist with Wildfire: Reflecting on 18 Years of Participatory Wildfire Governance",2022,"10.1007/978-3-031-07301-4_7",NA,NA,NA,"Beyonds","Top5"
"Road density and forest fragmentation shape bat communities in temperate mosaic landscapes",2022,"10.1016/j.landurbplan.2022.104353",NA,NA,NA,"Beyonds","Top5"
"Representing responses to climate change in spatial land system models",2021,"10.1002/ldr.4083",NA,NA,NA,"Beyonds","Top5"
"Productive versus environmental objectives of agricultural policies dealing with climate change: a French case study",2022,"10.3389/fenvs.2022.889506",NA,NA,NA,"Beyonds","Top5"
"Organic management and landscape heterogeneity combine to sustain multifunctional bird communities in European vineyards.",2021,"10.1111/1365-2664.13885",NA,NA,NA,"Beyonds","Top5"
"Operationalizing the Nature Futures Framework to catalyze the development of nature-future scenarios",2021,"10.1007/s11625-021-01014-w",NA,NA,NA,"Beyonds","Top5"
"National consumption and global trade impacts on biodiversity",2019,"10.1016/j.worlddev.2017.10.012",NA,NA,NA,"Beyonds","Top5"
"Multi-indicator sustainability assessment of global food systems",2018,"10.1038/s41467-018-03308-7",NA,NA,NA,"Beyonds","Top5"
"Mismatches between birds’ spatial and temporal dynamics reflect their delayed response to global changes",2021,"10.1111/oik.08289",NA,NA,NA,"Beyonds","Top5"
"Maximizing regional biodiversity requires a mosaic of protection levels",2021,"10.1371/journal.pbio.3001195",NA,NA,NA,"Beyonds","Top5"
"Managing biodiversity in the Anthropocene: discussing the Nature Futures Framework as a tool for adaptive decision-making for nature under climate change.",2022,"10.1007/s11625-022-01200-4",NA,NA,NA,"Beyonds","Top5"
"Land use intensity-specific global characterization factors to assess product biodiversity footprints",2018,"10.1021/acs.est.7b05570",NA,NA,NA,"Beyonds","Top5"
"Integrating a landscape connectivity approach to the mitigation hierarchy planning following urbanization dynamics",2020,"10.1016/j.landurbplan.2020.103871",NA,NA,NA,"Beyonds","Top5"
"InsectChange: A global database of temporal changes in insect and arachnid assemblages",2021,"10.1002/ecy.3354",NA,NA,NA,"Beyonds","Top5"
"Increasing crop rotational diversity can enhance cereal yields",2023,"10.1038/d44148-023-00236-7",NA,NA,NA,"Beyonds","Top5"
"Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions",2019,"10.1371/journal.pone.0200438",NA,NA,NA,"Beyonds","Top5"
"How the Green Architecture of the 2023–2027 Common Agricultural Policy could have been greener",2023,"10.1007/s13280-023-01861-0",NA,NA,NA,"Beyonds","Top5"
"Grounding global environmental assessments through bottom-up futures based on local practices and perspectives",2021,"10.1007/s11625-021-01013-x",NA,NA,NA,"Beyonds","Top5"
"Global effects of land use on biodiversity differ among functional groups",2020,"10.1111/1365-2435.13500",NA,NA,NA,"Beyonds","Top5"
"Global change effects on land management in the Mediterranean region",2018,"10.1016/j.gloenvcha.2018.04.007",NA,NA,NA,"Beyonds","Top5"
"Flower strips enhance abundance of bumble bee queens and males in landscapes with few honey bee hives.",2021,"10.1016/j.biocon.2021.109363",NA,NA,NA,"Beyonds","Top5"
"Farmland practices are driving bird population decline across Europe",2023,"10.1002/vetr.3293",NA,NA,NA,"Beyonds","Top5"
"Environmental heterogeneity predicts global species richness patterns better than area",2021,"10.1111/geb.13261",NA,NA,NA,"Beyonds","Top5"
"Ecological intensification: bridging the gap between science and practice",2019,"10.1016/j.tree.2018.11.002",NA,NA,NA,"Beyonds","Top5"
"Ecological equivalence assessment: the potential of genetic tools, remote sensing and ecological modelling to better apply the mitigation hierarchy",2022,"10.1016/j.jenvman.2021.114415",NA,NA,NA,"Beyonds","Top5"
"Developing multiscale and integrative nature–people scenarios using the Nature Futures Framework",2020,"10.1002/pan3.10146",NA,NA,NA,"Beyonds","Top5"
"Designing inter-and transdisciplinary research on mountains: What place for the unexpected?",2020,"10.1659/mrd-journal-d-20-00036.1",NA,NA,NA,"Beyonds","Top5"
"Contribution of the land use allocation model for agroecosystems: The case of Torrecchia Vecchia.",2019,"10.1016/j.jenvman.2019.109607",NA,NA,NA,"Beyonds","Top5"
"Collect and analysis of agro-biodiversity data in a participative context: A business intelligence framework",2021,"10.1016/j.ecoinf.2021.101231",NA,NA,NA,"Beyonds","Top5"
"Challenges of achieving biodiversity offsetting through agri-environmental schemes: evidence from an empirical study",2019,"10.17011/conference/eccb2018/107418",NA,NA,NA,"Beyonds","Top5"
"Biotic homogenisation in bird communities leads to large‐scale changes in species associations",2022,"10.1111/oik.08756",NA,NA,NA,"Beyonds","Top5"
"Bioeconomic Models for Terrestrial Social–Ecological System Management: A Review",2022,"10.1561/101.00000131",NA,NA,NA,"Beyonds","Top5"
